word,onsets,offsets
moi,88.12,88.27
des,88.27,88.36
curiosités,88.36,89.13
allons,89.64,90.0
bâille,90.16,90.36
encore,90.36,90.88
c',91.05,91.15
est,91.15,91.26
un,91.26,91.47
ordre,91.47,91.76
ça,92.95,93.15
m',93.2,93.24
intimide,93.24,93.89
je,94.26,94.42
ne,94.42,94.53
peux,94.53,94.69
plus,94.69,95.0
fit,95.59,95.83
le,95.83,95.86
petit,95.86,96.16
prince,96.16,96.54
tout,96.54,96.73
rougissant,96.73,97.37
hum,98.18,98.49
hum,98.62,98.86
répondit,99.45,99.86
le,99.91,100.02
roi,100.02,100.35
alors,101.04,101.67
je,101.67,102.01
je,102.37,102.53
t',102.53,102.58
ordonne,102.58,103.08
tantôt,103.12,103.41
de,103.41,103.53
bâiller,103.53,104.31
et,104.31,104.33
tantôt,104.33,104.69
de,104.69,105.25
il,105.91,106.05
bredouillait,106.05,106.63
un,106.63,106.78
peu,106.82,106.98
et,107.27,107.38
paraissait,107.38,107.91
vexé,107.91,108.45
car,109.35,109.57
le,109.57,109.69
roi,109.69,109.96
tenait,109.96,110.32
essentiellement,110.32,111.08
à,111.22,111.34
ce,111.34,111.49
que,111.49,111.61
son,111.61,111.87
autorité,111.87,112.41
fût,112.41,112.63
respectée,112.63,113.52
il,114.12,114.34
ne,114.34,114.54
tolérait,114.64,115.16
pas,115.16,115.38
la,115.38,115.55
désobéissance,115.55,116.71
c',117.28,117.38
était,117.38,117.64
un,117.64,117.75
monarque,117.75,118.2
absolu,118.3,118.91
mais,119.72,119.96
comme,119.96,120.19
il,120.19,120.32
était,120.32,120.54
très,120.54,120.82
bon,120.82,121.05
il,121.33,121.52
donnait,121.52,121.76
des,121.76,121.98
ordres,121.98,122.36
raisonnables,122.36,123.02
si,124.52,124.76
j',124.76,124.79
ordonnais,124.79,125.31
disait,125.6,126.04
il,126.04,126.24
couramment,126.24,126.83
si,127.32,127.47
j',127.47,127.56
ordonnais,127.56,127.95
à,127.95,128.07
un,128.07,128.1
général,128.1,128.66
de,128.66,128.76
se,128.76,128.91
changer,128.91,129.34
en,129.34,129.48
oiseau,129.48,129.72
de,129.72,129.84
mer,129.84,130.21
et,130.4,130.48
si,130.48,130.67
le,130.67,130.73
général,130.73,131.26
n',131.26,131.32
obéissait,131.32,131.9
pas,131.9,132.08
ce,132.51,132.66
ne,132.66,132.79
serait,132.79,133.04
pas,133.04,133.16
la,133.16,133.25
faute,133.25,133.43
du,133.43,133.54
général,133.54,134.06
ce,134.49,134.65
serait,134.65,134.91
ma,134.91,135.14
faute,135.14,135.56
puis,136.73,137.0
je,137.0,137.03
m',137.03,137.09
asseoir,137.09,137.67
s',137.97,138.12
enquit,138.12,138.47
timidement,138.47,138.99
le,138.99,139.12
petit,139.12,139.38
prince,139.38,139.95
je,140.6,140.7
t',140.77,140.8
ordonne,140.8,141.27
de,141.27,141.32
t',141.32,141.39
asseoir,141.39,141.98
lui,142.3,142.46
répondit,142.46,142.94
le,142.94,143.06
roi,143.06,143.31
qui,143.66,143.82
ramena,143.82,144.32
majestueusement,144.32,145.46
un,145.46,145.66
pan,145.72,145.89
de,145.89,145.99
son,145.99,146.2
manteau,146.2,146.5
d',146.5,146.56
hermine,146.56,147.06
mais,147.98,148.26
le,148.26,148.29
petit,148.29,148.59
prince,148.59,149.11
s',149.11,149.13
étonnait,149.13,149.58
la,150.36,150.53
planète,150.53,150.91
était,150.91,151.12
minuscule,151.12,151.91
sur,152.48,152.85
quoi,152.85,153.17
le,153.17,153.35
roi,153.35,153.65
pouvait,153.65,154.07
il,154.07,154.29
bien,154.29,154.45
régner,154.45,155.0
sire,155.78,156.35
lui,156.55,156.77
dit,156.77,157.0
il,157.0,157.34
je,157.86,158.0
vous,158.0,158.17
demande,158.17,158.42
pardon,158.42,158.8
de,158.8,158.89
vous,158.89,159.08
interroger,159.08,159.73
je,160.29,160.44
t',160.44,160.49
ordonne,160.49,161.04
de,161.04,161.12
m',161.12,161.19
interroger,161.19,161.82
se,162.13,162.31
hâta,162.31,162.69
de,162.69,162.8
dire,162.8,163.03
le,163.03,163.14
roi,163.14,163.45
sire,164.22,164.8
sur,165.06,165.27
quoi,165.27,165.48
régnez,165.48,165.81
vous,165.81,166.1
sur,166.96,167.28
tout,167.35,167.68
répondit,168.14,168.68
le,168.68,168.74
roi,168.74,169.04
avec,169.3,169.6
une,169.6,169.78
grande,169.78,170.18
simplicité,170.18,171.09
sur,171.86,172.27
tout,172.31,172.57
le,173.68,173.73
roi,173.86,174.16
d',174.16,174.19
un,174.19,174.34
geste,174.34,174.76
discret,174.76,175.27
désigna,175.27,175.84
sa,175.84,176.04
planète,176.04,176.61
les,176.7,177.01
autres,177.01,177.26
planètes,177.26,177.85
et,178.13,178.2
les,178.2,178.43
étoiles,178.43,178.94
sur,179.86,180.13
tout,180.13,180.31
ça,180.31,180.52
dit,180.96,181.1
le,181.1,181.25
petit,181.25,181.52
prince,181.52,182.06
sur,182.59,182.85
tout,182.85,183.1
ça,183.1,183.42
répondit,183.74,184.21
le,184.21,184.34
roi,184.34,184.64
car,185.75,186.03
non,186.03,186.21
seulement,186.29,186.58
c',186.58,186.69
était,186.69,186.95
un,186.95,187.06
monarque,187.06,187.53
absolu,187.62,188.18
mais,188.41,188.57
c',188.57,188.67
était,188.67,188.94
un,188.94,189.0
monarque,189.0,189.51
universel,189.64,190.78
et,191.84,191.87
les,191.92,192.16
étoiles,192.16,192.48
vous,192.48,192.66
obéissent,192.66,193.23
bien,193.91,194.14
sûr,194.14,194.56
lui,194.91,195.12
dit,195.12,195.25
le,195.25,195.37
roi,195.37,195.65
elles,196.14,196.44
obéissent,196.44,196.84
aussitôt,196.84,197.34
je,197.58,197.73
ne,197.73,197.91
tolère,197.95,198.31
pas,198.31,198.44
l',198.44,198.48
indiscipline,198.48,199.28
un,200.49,200.78
tel,200.84,201.14
pouvoir,201.14,201.64
émerveilla,201.87,202.62
le,202.62,202.74
petit,202.74,203.02
prince,203.02,203.59
s',204.0,204.15
il,204.15,204.38
l',204.38,204.4
avait,204.46,204.67
détenu,204.67,205.19
lui,205.19,205.37
même,205.37,205.73
il,206.1,206.28
aurait,206.28,206.56
pu,206.56,206.65
assister,206.65,207.36
non,207.66,207.89
pas,207.89,208.14
à,208.14,208.22
quarante,208.22,208.58
quatre,208.58,208.98
mais,209.4,209.63
à,209.63,209.71
soixante,209.71,210.17
douze,210.17,210.62
ou,210.72,210.86
même,210.86,211.09
à,211.09,211.2
cent,211.2,211.59
ou,211.97,212.1
même,212.1,212.31
à,212.31,212.42
deux,212.42,212.73
cents,212.73,213.05
couchers,213.05,213.38
de,213.38,213.5
soleil,213.5,213.91
dans,213.91,214.03
la,214.03,214.16
même,214.16,214.5
journée,214.5,214.97
sans,215.35,215.76
avoir,215.76,216.13
jamais,216.13,216.79
à,216.79,216.87
tirer,216.87,217.19
sa,217.19,217.36
chaise,217.36,217.88
et,219.18,219.24
comme,219.24,219.5
il,219.5,219.57
se,219.57,219.85
sentait,219.85,220.16
un,220.16,220.27
peu,220.27,220.39
triste,220.39,220.88
à,220.88,221.08
cause,221.08,221.34
du,221.34,221.46
souvenir,221.46,221.97
de,221.97,222.08
sa,222.08,222.26
petite,222.26,222.61
planète,222.61,223.14
abandonnée,223.14,223.8
il,224.15,224.31
s',224.31,224.47
enhardit,224.47,225.0
à,225.0,225.08
solliciter,225.08,225.88
une,225.88,226.06
grâce,226.06,226.55
du,226.55,226.69
roi,226.69,226.96
je,228.08,228.25
voudrais,228.25,228.59
voir,228.59,228.76
un,228.76,228.83
coucher,228.83,229.13
de,229.13,229.22
soleil,229.22,229.8
faites,230.23,230.4
moi,230.4,230.54
plaisir,230.54,231.16
ordonnez,231.51,231.95
au,231.95,231.98
soleil,231.98,232.33
de,232.33,232.43
se,232.43,232.59
coucher,232.59,233.13
si,234.08,234.22
j',234.22,234.25
ordonnais,234.25,234.78
à,234.78,234.83
un,234.83,234.93
général,234.93,235.52
de,235.52,235.64
voler,235.64,235.91
d',235.91,235.96
une,235.96,236.1
fleur,236.1,236.52
à,236.52,236.57
l',236.57,236.63
autre,236.63,236.87
à,236.87,236.9
la,236.9,237.02
façon,237.02,237.35
d',237.35,237.42
un,237.42,237.54
papillon,237.54,238.07
ou,238.41,238.52
d',238.52,238.58
écrire,238.58,238.97
une,238.97,239.12
tragédie,239.12,239.76
ou,240.02,240.12
de,240.12,240.23
se,240.23,240.4
changer,240.4,240.8
en,240.8,240.96
oiseau,240.96,241.21
de,241.21,241.33
mer,241.33,241.71
et,242.01,242.07
si,242.07,242.28
le,242.28,242.36
général,242.36,242.9
n',242.9,242.95
exécutait,242.95,243.44
pas,243.44,243.63
l',243.63,243.71
ordre,243.71,244.03
reçu,244.03,244.41
qui,244.82,245.13
de,245.29,245.44
lui,245.44,245.79
ou,245.79,245.91
de,245.91,246.05
moi,246.05,246.37
serait,246.5,246.83
dans,246.83,246.94
son,246.94,247.15
tort,247.15,247.59
ce,248.24,248.53
serait,248.53,248.74
vous,248.74,248.98
dit,249.32,249.49
fermement,249.49,249.94
le,249.94,250.05
petit,250.05,250.35
prince,250.35,250.85
exact,251.43,252.04
il,252.52,252.68
faut,252.68,252.81
exiger,252.81,253.26
de,253.26,253.36
chacun,253.36,253.87
ce,253.87,254.03
que,254.03,254.14
chacun,254.14,254.49
peut,254.49,254.67
donner,254.67,255.08
reprit,255.4,255.82
le,255.82,255.94
roi,255.94,256.23
l',257.2,257.25
autorité,257.25,257.84
repose,257.84,258.32
d',258.32,258.39
abord,258.39,258.85
sur,258.85,259.05
la,259.05,259.16
raison,259.16,259.61
si,260.07,260.29
tu,260.29,260.43
ordonnes,260.43,260.78
à,260.78,260.84
ton,260.84,261.01
peuple,261.07,261.42
d',261.42,261.48
aller,261.48,261.65
se,261.65,261.82
jeter,261.82,262.23
à,262.23,262.29
la,262.29,262.41
mer,262.41,262.82
il,262.89,263.02
fera,263.02,263.32
la,263.32,263.43
révolution,263.43,264.19
j',264.88,265.01
ai,265.01,265.07
le,265.07,265.2
droit,265.2,265.56
d',265.56,265.62
exiger,265.62,266.06
l',266.06,266.11
obéissance,266.11,266.97
parce,266.97,267.16
que,267.16,267.28
mes,267.28,267.52
ordres,267.52,267.77
sont,267.77,267.94
raisonnables,267.94,268.67
alors,269.66,269.99
mon,269.99,270.13
coucher,270.13,270.4
de,270.4,270.51
soleil,270.51,271.02
rappela,271.47,271.95
le,271.95,272.07
petit,272.07,272.34
prince,272.34,272.83
qui,272.83,273.06
jamais,273.06,273.62
n',273.62,273.7
oubliait,273.7,274.12
une,274.12,274.27
question,274.27,274.77
une,274.91,275.07
fois,275.07,275.28
qu',275.28,275.4
il,275.4,275.63
l',275.63,275.65
avait,275.65,275.89
posée,275.89,276.29
ton,277.24,277.4
coucher,277.4,277.66
de,277.66,277.74
soleil,277.74,278.21
tu,278.21,278.33
l',278.33,278.38
auras,278.38,278.75
je,279.05,279.19
l',279.19,279.27
exigerai,279.27,279.89
mais,280.47,280.64
j',280.64,280.72
attendrai,280.72,281.29
dans,281.29,281.47
ma,281.47,281.62
science,281.62,281.98
du,281.98,282.1
gouvernement,282.1,282.79
que,283.02,283.13
les,283.13,283.24
conditions,283.24,283.79
soient,283.79,283.97
favorables,283.97,284.68
quand,285.87,286.07
ça,286.07,286.23
sera,286.23,286.52
t,286.52,286.62
il,286.62,286.97
s',287.34,287.48
informa,287.48,287.86
le,287.86,287.97
petit,287.97,288.26
prince,288.26,288.81
hem,289.6,289.77
hem,289.97,290.13
lui,290.55,290.75
répondit,290.75,291.2
le,291.2,291.29
roi,291.29,291.59
qui,291.86,292.01
consulta,292.01,292.57
d',292.57,292.63
abord,292.63,293.05
un,293.05,293.2
gros,293.2,293.5
calendrier,293.5,294.22
hem,294.93,295.17
hem,295.32,295.53
ce,296.15,296.45
sera,296.45,296.8
vers,296.8,297.66
vers,298.17,298.9
ce,298.9,299.15
sera,299.15,299.51
ce,299.51,299.63
soir,299.63,300.07
vers,300.07,300.24
sept,300.24,300.49
heures,300.49,300.59
quarante,300.59,301.11
et,301.54,301.59
tu,301.59,301.75
verras,301.75,302.03
comme,302.03,302.19
je,302.19,302.29
suis,302.29,302.54
bien,302.54,302.8
obéi,302.8,303.23
le,304.39,304.58
petit,304.58,304.87
prince,304.87,305.3
bâilla,305.3,305.71
il,306.29,306.47
regrettait,306.47,306.99
son,306.99,307.17
coucher,307.17,307.49
de,307.49,307.61
soleil,307.61,307.98
manqué,307.98,308.48
et,309.15,309.29
puis,309.29,309.6
il,309.6,309.65
s',309.65,309.78
ennuyait,309.78,310.12
déjà,310.12,310.44
un,310.44,310.57
peu,310.57,310.75
je,311.85,311.97
n',312.01,312.05
ai,312.05,312.13
plus,312.13,312.24
rien,312.24,312.56
à,312.56,312.59
faire,312.59,312.75
ici,312.75,313.16
dit,313.4,313.64
il,313.64,313.78
au,313.78,313.85
roi,313.85,314.15
je,314.66,314.84
vais,314.84,314.93
repartir,314.93,315.69
ne,316.36,316.64
pars,316.64,316.89
pas,316.89,317.15
répondit,317.47,317.9
le,317.9,318.03
roi,318.03,318.3
qui,318.3,318.5
était,318.5,318.75
si,318.75,319.05
fier,319.05,319.52
d',319.52,319.59
avoir,319.59,319.86
un,319.86,319.94
sujet,319.94,320.37
ne,321.01,321.17
pars,321.17,321.37
pas,321.37,321.54
je,321.54,321.68
te,321.68,321.8
fais,321.8,321.95
ministre,321.95,322.56
ministre,323.31,323.85
de,323.85,323.99
quoi,323.99,324.24
de,325.08,325.2
de,325.54,325.88
la,326.11,326.21
justice,326.21,326.84
mais,327.78,328.02
il,328.12,328.24
n',328.24,328.29
y,328.35,328.37
a,328.37,328.46
personne,328.46,328.81
à,328.81,328.88
juger,328.88,329.33
on,330.369024,330.497276
ne,330.497276,330.60879900000003
sait,330.60879900000003,330.82
pas,330.82,331.06
lui,331.31,331.51
dit,331.51,331.63
le,331.63,331.77
roi,331.77,332.09
je,332.59,332.75
n',332.75,332.78
ai,332.78,332.89
pas,332.89,333.03
fait,333.03,333.18
encore,333.18,333.6
le,333.6,333.71
tour,333.71,333.92
de,333.92,333.99
mon,333.99,334.13
royaume,334.13,334.71
je,335.0,335.11
suis,335.11,335.34
très,335.34,335.64
vieux,335.64,335.97
je,336.17,336.32
n',336.32,336.37
ai,336.37,336.45
pas,336.45,336.58
de,336.58,336.7
place,336.7,337.02
pour,337.02,337.16
un,337.16,337.23
carrosse,337.23,337.8
et,338.15,338.18
ça,338.18,338.35
me,338.35,338.46
fatigue,338.46,338.91
de,338.91,339.02
marcher,339.02,339.57
oh,340.59,340.87
mais,340.87,340.98
j',340.98,341.01
ai,341.01,341.12
déjà,341.12,341.44
vu,341.44,341.64
dit,341.95,342.1
le,342.1,342.23
petit,342.23,342.49
prince,342.49,342.88
qui,342.88,343.07
se,343.07,343.28
pencha,343.28,343.78
pour,343.78,343.99
jeter,343.99,344.37
encore,344.37,344.78
un,344.78,344.88
coup,344.88,345.01
d',345.01,345.08
oeil,345.08,345.3
sur,345.3,345.53
l',345.53,345.59
autre,345.59,345.85
côté,345.85,346.14
de,346.14,346.26
la,346.26,346.37
planète,346.37,346.98
il,347.66,347.79
n',347.79,347.82
y,347.82,347.91
a,347.96,348.02
personne,348.02,348.38
là,348.38,348.61
bas,348.61,348.73
non,348.73,348.89
plus,348.89,349.13
tu,350.11,350.25
te,350.25,350.29
jugeras,350.36,350.78
donc,350.78,350.99
toi,350.99,351.17
même,351.17,351.63
lui,351.89,352.06
répondit,352.06,352.54
le,352.54,352.64
roi,352.64,352.88
c',353.4,353.5
est,353.5,353.58
le,353.58,353.76
plus,353.76,354.0
difficile,354.0,354.77
il,355.23,355.4
est,355.4,355.5
bien,355.5,355.83
plus,355.83,355.99
difficile,355.99,356.55
de,356.55,356.62
se,356.62,356.78
juger,356.78,357.09
soi,357.09,357.31
même,357.31,357.57
que,357.57,357.71
de,357.71,357.8
juger,357.8,358.19
autrui,358.19,358.65
si,359.25,359.46
tu,359.46,359.57
réussis,359.57,360.08
à,360.08,360.16
bien,360.16,360.32
te,360.32,360.45
juger,360.45,360.93
c',361.14,361.2
est,361.2,361.25
que,361.25,361.39
tu,361.39,361.52
es,361.52,361.69
un,361.69,361.81
véritable,361.81,362.38
sage,362.38,362.94
moi,364.11,364.42
dit,364.74,364.92
le,364.92,365.02
petit,365.02,365.27
prince,365.27,365.82
je,366.24,366.46
puis,366.46,366.63
me,366.63,366.74
juger,366.74,367.07
moi,367.07,367.24
même,367.24,367.46
n',367.46,367.51
importe,367.51,367.86
où,367.86,368.01
je,368.4,368.53
n',368.53,368.59
ai,368.59,368.69
pas,368.69,368.79
besoin,368.79,369.09
d',369.09,369.15
habiter,369.15,369.59
ici,369.59,369.94
hem,371.19,371.33
hem,371.78,371.99
dit,372.36,372.62
le,372.62,372.71
roi,372.71,373.0
je,373.48,373.65
crois,373.65,373.83
bien,373.83,374.12
que,374.12,374.19
sur,374.19,374.37
ma,374.37,374.51
planète,374.51,374.93
il,374.93,375.05
y,375.05,375.16
a,375.16,375.21
quelque,375.21,375.51
part,375.51,375.8
un,375.8,375.89
vieux,375.89,376.17
rat,376.17,376.47
je,376.72,376.85
l',376.85,376.9
entends,376.9,377.25
la,377.25,377.37
nuit,377.37,377.69
tu,378.07,378.22
pourras,378.22,378.47
juger,378.47,378.82
ce,378.82,378.99
vieux,378.99,379.17
rat,379.17,379.43
tu,379.93,380.04
le,380.04,380.17
condamneras,380.17,380.89
à,380.89,380.91
mort,380.91,381.19
de,381.19,381.31
temps,381.31,381.54
en,381.54,381.63
temps,381.63,381.9
ainsi,382.46,382.84
sa,382.84,383.07
vie,383.07,383.19
dépendra,383.19,383.68
de,383.68,383.78
ta,383.78,383.91
justice,383.91,384.61
mais,385.12,385.26
tu,385.26,385.37
le,385.37,385.51
gracieras,385.51,385.98
chaque,385.98,386.26
fois,386.26,386.55
pour,386.55,386.66
l',386.66,386.7
économiser,386.7,387.41
il,387.76,387.86
n',387.86,387.93
y,387.93,388.01
en,388.01,388.14
a,388.14,388.23
qu',388.23,388.34
un,388.34,388.47
moi,389.74,390.11
répondit,390.3,390.8
le,390.8,390.87
petit,390.87,391.12
prince,391.12,391.63
je,391.96,392.09
n',392.09,392.16
aime,392.16,392.32
pas,392.32,392.45
condamner,392.45,392.91
à,392.91,392.99
mort,392.99,393.36
et,393.67,393.7
je,393.7,393.86
crois,393.86,394.02
bien,394.02,394.2
que,394.2,394.29
je,394.29,394.44
m',394.44,394.51
en,394.51,394.64
vais,394.64,394.85
non,395.87,396.14
dit,396.51,396.76
le,396.76,396.8
roi,396.8,397.11
mais,397.93,398.17
le,398.23,398.26
petit,398.26,398.54
prince,398.54,399.1
ayant,399.17,399.56
achevé,399.56,399.94
ses,399.94,400.13
préparatifs,400.13,400.93
ne,401.34,401.49
voulut,401.49,401.74
point,401.74,402.08
peiner,402.08,402.36
le,402.36,402.48
vieux,402.48,402.67
monarque,402.67,403.33
si,404.67,404.94
votre,404.94,405.19
majesté,405.19,405.68
désirait,405.68,406.18
être,406.18,406.38
obéie,406.38,406.71
ponctuellement,406.71,407.44
elle,407.79,407.98
pourrait,407.98,408.22
me,408.22,408.3
donner,408.3,408.57
un,408.57,408.79
ordre,408.79,409.1
raisonnable,409.1,409.74
elle,410.3,410.49
pourrait,410.49,410.76
m',410.76,410.81
ordonner,410.81,411.27
par,411.27,411.44
exemple,411.44,412.02
de,412.32,412.45
partir,412.45,412.91
avant,412.91,413.22
une,413.26,413.44
minute,413.44,413.95
il,414.45,414.63
me,414.63,414.67
semble,414.67,415.1
que,415.1,415.18
les,415.18,415.32
conditions,415.32,415.78
sont,415.78,415.94
favorables,415.94,416.66
le,418.06,418.28
roi,418.28,418.56
n',418.56,418.59
ayant,418.59,418.89
rien,418.89,419.14
répondu,419.14,419.66
le,419.94,420.13
petit,420.13,420.42
prince,420.42,420.87
hésita,420.87,421.33
d',421.33,421.38
abord,421.38,421.87
puis,422.2,422.52
avec,422.72,423.04
un,423.04,423.14
soupir,423.14,423.76
prit,424.15,424.39
le,424.39,424.5
départ,424.5,425.18
je,425.77,425.93
te,425.93,426.06
fais,426.06,426.2
mon,426.2,426.35
ambassadeur,426.35,427.21
se,427.84,428.1
hâta,428.21,428.54
alors,428.54,428.82
de,428.82,428.92
crier,428.92,429.29
le,429.29,429.39
roi,429.39,429.69
il,430.25,430.42
avait,430.42,430.69
un,430.69,430.87
grand,430.87,431.37
air,431.37,431.61
d',431.61,431.66
autorité,431.66,432.38
les,433.57,433.76
grandes,433.76,434.06
personnes,434.06,434.51
sont,434.51,434.73
bien,434.73,435.02
étranges,435.02,435.65
se,435.98,436.2
dit,436.2,436.33
le,436.33,436.47
petit,436.47,436.73
prince,436.73,437.27
en,437.36,437.5
lui,437.5,437.69
même,437.69,438.05
durant,438.34,438.7
son,438.7,438.91
voyage,438.91,439.56
la,442.72,442.8
seconde,442.86,443.24
planète,443.32,443.76
était,443.76,444.22
habitée,444.22,444.67
par,444.67,444.84
un,444.84,444.99
vaniteux,444.99,445.6
ah,446.45,446.6
ah,446.76,447.17
voilà,447.17,447.47
la,447.47,447.59
visite,447.59,447.99
d',447.99,448.02
un,448.02,448.11
admirateur,448.11,448.98
s',449.46,449.59
écria,449.59,450.02
de,450.02,450.14
loin,450.14,450.36
le,450.36,450.52
vaniteux,450.52,451.08
dès,451.26,451.4
qu',451.4,451.51
il,451.51,451.62
aperçut,451.62,452.05
le,452.05,452.16
petit,452.16,452.45
prince,452.45,453.06
car,453.64,454.08
pour,454.08,454.25
les,454.25,454.41
vaniteux,454.41,455.0
les,455.21,455.43
autres,455.43,455.8
hommes,455.8,455.97
sont,455.97,456.15
des,456.15,456.34
admirateurs,456.34,457.2
bonjour,458.11,458.61
dit,458.87,459.06
le,459.06,459.14
petit,459.14,459.41
prince,459.41,459.94
vous,460.32,460.47
avez,460.57,460.82
un,460.82,460.89
drôle,460.89,461.12
de,461.12,461.2
chapeau,461.2,461.65
c',462.7,462.72
est,462.95,463.04
pour,463.04,463.17
saluer,463.17,463.78
lui,463.96,464.13
répondit,464.13,464.56
le,464.56,464.68
vaniteux,464.68,465.22
c',465.48,465.59
est,465.59,465.66
pour,465.66,465.79
saluer,465.79,466.25
quand,466.25,466.46
on,466.46,466.54
m',466.54,466.59
acclame,466.59,467.2
malheureusement,467.55,468.26
il,468.35,468.49
ne,468.49,468.6
passe,468.6,468.88
jamais,468.88,469.33
personne,469.41,469.84
par,469.84,470.04
ici,470.04,470.43
ah,471.34,471.55
oui,471.55,471.85
dit,472.19,472.34
le,472.34,472.5
petit,472.5,472.76
prince,472.76,473.14
qui,473.14,473.28
ne,473.28,473.41
comprit,473.41,473.76
pas,473.76,473.94
frappe,474.81,475.11
tes,475.11,475.26
